spikerate ITI cue push reward
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
8.13990936876507e-05 1 0 0 0
0.0621499461885833 1 0 0 0
0.126104521768866 1 0 0 0
0.236922595831857 1 0 0 0
0.274067417194601 1 0 0 0
0.334254320478067 1 0 0 0
0.397265383071499 1 0 0 0
0.310385183183826 1 0 0 0
0.425308797275648 1 0 0 0
0.486956912936876 1 0 0 0
0.561332090001088 1 0 0 0
0.622755345830228 1 0 0 0
0.659845212794608 1 0 0 0
0.770122991525568 1 0 0 0
0.818478387373034 1 0 0 0
0.803950642875861 1 0 0 0
0.96842893253779 1 0 0 0
1.1518556275405 1 0 0 0
1.08360021840781 1 0 0 0
0.860241299960762 1 0 0 0
1.13268871791661 1 0 0 0
1.07240003126208 1 0 0 0
1.19899698984227 1 0 0 0
1.31761826924048 1 0 0 0
1.99524348136038 1 0 0 0
2.63500516302884 1 0 0 0
4.08573547611013 1 0 0 0
7.39372719544917 1 0 0 0
8.10577697120607 1 0 0 0
9.39691963139921 1 0 0 0
9.42603056319058 1 0 0 0
8.40524572413415 1 0 0 0
7.77146848849952 1 0 0 0
6.94569980259985 1 0 0 0
5.48731093294919 1 0 0 0
5.11398905655369 1 0 0 0
6.08586345333606 1 0 0 0
6.66177581297234 1 0 0 0
7.45880120666698 1 0 0 0
7.70299544092268 1 0 0 0
6.88050978351384 1 0 0 0
4.86418686341494 1 0 0 0
3.61189639079385 1 0 0 0
3.06578609161079 1 0 0 0
2.35495396191254 1 0 0 0
1.31019660329912 1 0 0 0
0.810039717180189 1 0 0 0
0.603427699388703 1 0 0 0
0.758870308345649 1 0 0 0
1.13530505041126 1 0 0 0
3.4206441778224 1 0 0 0
4.6968761307653 1 0 0 0
6.88546791207045 1 0 0 0
5.98455819999799 1 0 0 0
6.06094114482403 1 0 0 0
3.97394498577341 1 0 0 0
4.59947640774772 1 0 0 0
3.85000949609093 1 0 0 0
3.27952826046385 1 0 0 0
