spikerate ITI cue push reward
3.00628377590328 1 0 0 0
2.71222880110145 1 0 0 0
3.27065540477633 1 0 0 0
3.62899154424667 1 0 0 0
4.39812033437192 1 0 0 0
4.70617593964562 1 0 0 0
5.70727689773776 1 0 0 0
5.61387650668621 1 0 0 0
6.62802200531587 1 0 0 0
8.45295586623251 1 0 0 0
8.6735476506874 1 0 0 0
8.04353901185095 1 0 0 0
7.94486480299383 1 0 0 0
7.00664520263672 1 0 0 0
6.19141827337444 1 0 0 0
5.44791232096031 1 0 0 0
4.93901438312605 1 0 0 0
4.64868074050173 1 0 0 0
4.0511239785701 1 0 0 0
3.21976229315624 1 0 0 0
2.48387971078046 1 0 0 0
2.37419150653295 1 0 0 0
1.83525061584078 1 0 0 0
1.61918482626788 1 0 0 0
1.34035373048391 1 0 0 0
1.34574918774888 1 0 0 0
1.38087121013086 1 0 0 0
1.2710319715552 1 0 0 0
1.30646949401125 1 0 0 0
1.51064617239172 1 0 0 0
1.88326406350825 1 0 0 0
2.1957107092021 1 0 0 0
2.33525119256228 1 0 0 0
2.53287644591182 1 0 0 0
2.69262760411948 1 0 0 0
3.06995195569471 1 0 0 0
2.42609760607593 1 0 0 0
2.69003983703442 1 0 0 0
2.09680036641657 1 0 0 0
1.98263706988655 1 0 0 0
1.68673458392732 1 0 0 0
1.47529694368131 1 0 0 0
1.53815193334594 1 0 0 0
1.40245426155161 1 0 0 0
1.79595057852566 1 0 0 0
1.92338338820264 1 0 0 0
2.14889945345931 1 0 0 0
2.97333783237264 1 0 0 0
3.47043119836599 1 0 0 0
5.27342362329364 1 0 0 0
5.42594125727192 1 0 0 0
5.67442493047565 1 0 0 0
5.27091365074739 1 0 0 0
5.20049891201779 1 0 0 0
4.37403202522546 1 0 0 0
3.85540572460741 1 0 0 0
3.27130465302616 1 0 0 0
2.87550306529738 1 0 0 0
2.11765698622912 1 0 0 0
1.74879288533702 1 0 0 0
1.36977710644715 1 0 0 0
1.2448365741875 1 0 0 0
0.865490233991295 1 0 0 0
0.741084608307574 1 0 0 0
0.552068304386921 1 0 0 0
0.583903485676274 1 0 0 0
0.485414733702783 1 0 0 0
0.487319142848719 1 0 0 0
0.401859357225476 1 0 0 0
0.401985267671989 1 0 0 0
0.529781646037009 1 0 0 0
0.592049371334724 1 0 0 0
0.625179513008334 1 0 0 0
0.650190268061124 1 0 0 0
0.754884269554168 1 0 0 0
0.783809227868915 1 0 0 0
0.903943706362043 1 0 0 0
0.78585008304799 1 0 0 0
0.903292115253862 1 0 0 0
0.847913630423136 1 0 0 0
1.07160986226518 1 0 0 0
1.15277696750127 1 0 0 0
1.44470650411677 1 0 0 0
1.90285540884361 1 0 0 0
2.24743908620439 1 0 0 0
2.53602361772209 1 0 0 0
2.58950042189099 1 0 0 0
3.00035980762914 1 0 0 0
3.07615735800937 1 0 0 0
3.0806873110123 1 0 0 0
2.79614215833135 1 0 0 0
2.37853935686871 1 0 0 0
2.19909157021903 1 0 0 0
2.13634257670492 1 0 0 0
1.95393539615907 1 0 0 0
1.72618610667996 1 0 0 0
1.70685653574765 1 0 0 0
1.68476600083522 1 0 0 0
1.57413585111499 1 0 0 0
1.54702280997299 1 0 0 0
1.61052538896911 1 0 0 0
1.56105383939575 1 0 0 0
1.44328887108713 1 0 0 0
1.51995182386599 1 0 0 0
1.48786990030203 1 0 0 0
1.64066988509148 1 0 0 0
1.65676331380382 1 0 0 0
1.8756884674076 1 0 0 0
1.95503135910258 1 0 0 0
2.31416310998611 1 0 0 0
2.5861719623208 1 0 0 0
2.42975816945545 1 0 0 0
2.35688834800385 1 0 0 0
2.23757204366848 1 0 0 0
2.34982257825322 1 0 0 0
1.89840589882806 1 0 0 0
1.85023000813089 1 0 0 0
1.47046569327358 1 0 0 0
1.52187065395992 1 0 0 0
1.27098574012052 1 0 0 0
1.31678803882096 1 0 0 0
1.33623206056654 1 0 0 0
1.43101761932485 1 0 0 0
1.57794367987663 1 0 0 0
1.5774490457261 1 0 0 0
1.51658916729502 0 1 0 0
1.44523101334926 0 0 0 0
1.52453753980808 0 0 0 0
1.71805219724774 0 0 0 0
1.6456936718896 0 0 0 0
1.5687155246269 0 0 0 0
1.45722238812596 0 0 0 0
1.39989861054346 0 0 0 0
