spikerate ITI cue push reward
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0.0801997275630129 1 0 0 0
0.00911168535822071 1 0 0 0
0.135879265144467 1 0 0 0
0.114101731014671 1 0 0 0
0.293182813038584 1 0 0 0
0.55256699124584 1 0 0 0
0.578597835556138 1 0 0 0
0.689257503836416 1 0 0 0
0.753206622903235 1 0 0 0
0.67154393036617 1 0 0 0
0.915879572858103 1 0 0 0
1.01882463786751 1 0 0 0
0.932594062760472 1 0 0 0
0.891341042006388 1 0 0 0
0.80869636440184 1 0 0 0
0.750042303479859 1 0 0 0
0.669049935822841 1 0 0 0
0.640851685602684 1 0 0 0
0.546451559785055 1 0 0 0
0.563215635338565 1 0 0 0
0.115206326881889 1 0 0 0
0.162971336976625 1 0 0 0
0 1 0 0 0
0.829228141810745 1 0 0 0
2.25947699505014 1 0 0 0
2.54450833017472 1 0 0 0
1.94238334370311 1 0 0 0
1.48693508526776 1 0 0 0
0.990011016256176 1 0 0 0
1.07123626912653 1 0 0 0
0.864925807036343 1 0 0 0
0.897024045116268 1 0 0 0
0.569696145248599 1 0 0 0
0.648574820843351 1 0 0 0
0.54723335779272 1 0 0 0
0.303586800782796 1 0 0 0
0.112620419713494 1 0 0 0
0.166588738736095 1 0 0 0
0.073863195211743 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0.0801416663307464 1 0 0 0
0.2328217935883 1 0 0 0
0.303205986710964 1 0 0 0
0.227352367801359 1 0 0 0
0.18531392015575 1 0 0 0
0.132810466311639 1 0 0 0
0.0828877073217882 1 0 0 0
0.0919448721106164 1 0 0 0
0.0965658575751149 1 0 0 0
0.119345684652217 1 0 0 0
0.181189086106315 1 0 0 0
0.171372483237064 1 0 0 0
